Model,Features,Constraints,Configurations,Homogeneity
security-CVE-VarelaVaca2020-2009-1832,232,194,6664,
systems_software-BusyBox-Pett2021-2008-11-06_23-07-42,563,586,1.51e169,
security-CVE-VarelaVaca2020-2015-2742,309,744,72904,
systems_software-rattler-Berger2013,1312,3245,4.47e394,
systems_software-uClibc-Pett2023-2016-08-27_19-23-20,239,1248,4.42e71,
systems_software-malta_mips64_5kc-Berger2013,1233,3212,7.40e370,
systems_software-BusyBox-Pett2021-2009-06-03_12-47-26,584,630,3.17e175,
security-CVE-VarelaVaca2020-2013-1813,143,110,6428,
systems_software-soletta-Pett2023-2015-11-18_16-37-15,308,991,2.61e92,
security-CVE-VarelaVaca2020-2015-4511,327,551,38924,
security-CVE-VarelaVaca2020-2015-4502,318,550,38896,
security-CVE-VarelaVaca2020-2012-3994,484,531,32532,
security-CVE-VarelaVaca2020-2010-1990,118,102,2004,
security-CVE-VarelaVaca2020-2010-2765,267,226,7028,
systems_software-BusyBox-Pett2021-2009-09-19_22-29-42,598,651,5.19e179,
security-CVE-VarelaVaca2020-2016-2829,367,882,85180,
security-CVE-VarelaVaca2020-2010-3169,267,226,7028,
security-CVE-VarelaVaca2020-2014-1594,600,716,47972,
security-CVE-VarelaVaca2020-2015-4490,334,550,38524,
systems_software-mcb2100-Knüppel2017,1262,882,1.46e216,
security-CVE-VarelaVaca2020-2015-4505,334,805,116772,
security-CVE-VarelaVaca2020-2013-1676,378,508,33032,
security-CVE-VarelaVaca2020-2013-2695,183,1,680,
security-CVE-VarelaVaca2020-2008-5513,102,64,732,
systems_software-BusyBox-Pett2021-2007-11-23_21-20-21,481,517,3.12e144,
systems_software-BusyBox-Pett2021-2008-07-15_22-01-49,555,609,5.90e166,
security-CVE-VarelaVaca2020-2020-8549,193,177,2112,
systems_software-BusyBox-Pett2021-2009-04-29_12-01-51,580,620,1.98e174,
security-CVE-VarelaVaca2020-2010-0171,154,99,4300,
security-CVE-VarelaVaca2020-2006-2894,138,76,2976,
security-CVE-VarelaVaca2020-2010-0177,166,138,3500,
security-CVE-VarelaVaca2020-2015-7327,318,550,38896,
systems_software-asb2305-Berger2013,1243,3101,7.57e373,
systems_software-soletta-Pett2023-2015-09-03_13-35-00,249,745,4.52e74,
systems_software-Fiasco-Pett2023-2017-09-26_11-30-56,224,1181,1.35e67,
security-CVE-VarelaVaca2020-2019-14792,330,314,3756,
security-CVE-VarelaVaca2020-2015-7186,325,806,78608,
systems_software-android-Mendonca2009-6,179,26,9.05e25,
systems_software-uClibc-Pett2023-2009-11-19_22-36-07,247,1742,1.13e74,
security-CVE-VarelaVaca2020-2014-8640,409,584,41832,
security-CVE-VarelaVaca2020-2012-3960,482,524,31900,
security-CVE-VarelaVaca2020-2008-3835,192,158,4004,
security-CVE-VarelaVaca2020-2014-0166,125,103,4488,
security-CVE-VarelaVaca2020-2016-2790,392,836,81224,
systems_software-soletta-Pett2023-2015-11-05_17-26-37,301,969,2.04e90,
systems_software-p2106-Knüppel2017,1262,882,6.64e216,
systems_software-olpcl2294-Knüppel2017,1286,902,4.18e219,
security-CVE-VarelaVaca2020-2016-7168,411,389,17072,
security-CVE-VarelaVaca2020-2020-28040,546,522,27092,
systems_software-uClibc-Pett2023-2009-11-19_18-57-32,248,1740,2.26e74,
security-CVE-VarelaVaca2020-2010-3168,267,226,7028,
systems_software-soletta-Pett2023-2015-12-10_18-26-08,322,1064,4.27e96,
security-CVE-VarelaVaca2020-2016-2811,336,839,81872,
automotive-automotive01-Kowal2016,,,,
systems_software-ixdp425-Knüppel2017,1260,886,1.33e218,
security-CVE-VarelaVaca2020-2012-0470,158,85,5844,
security-CVE-VarelaVaca2020-2010-0159,169,121,3924,
security-CVE-VarelaVaca2020-2008-2803,164,131,2972,
systems_software-refidt334-Berger2013,1264,3140,1.59e380,
security-CVE-VarelaVaca2020-2016-5267,354,1172,171360,
security-CVE-VarelaVaca2020-2017-9065,443,416,18224,
security-CVE-VarelaVaca2020-2015-0804,308,505,35528,
security-CVE-VarelaVaca2020-2008-5503,169,136,3004,
security-CVE-VarelaVaca2020-2011-2370,167,140,8896,
security-CVE-VarelaVaca2020-2015-7223,339,809,78900,
security-CVE-VarelaVaca2020-2014-1486,582,666,43648,
security-CVE-VarelaVaca2020-2010-1207,208,178,5444,
security-CVE-VarelaVaca2020-2008-1234,154,121,2696,
security-CVE-VarelaVaca2020-2016-5280,361,894,86788,
security-CVE-VarelaVaca2020-2014-9038,135,113,4928,
security-CVE-VarelaVaca2020-2013-1680,378,508,33032,
security-CVE-VarelaVaca2020-2014-1520,280,633,62096,
systems_software-soletta-Pett2023-2016-02-17_15-42-32,348,1134,2.87e104,
systems_software-BusyBox-Pett2021-2007-06-10_15-08-44,447,472,1.82e134,
systems_software-soletta-Pett2023-2016-03-16_09-14-47,365,1209,3.76e109,
systems_software-BusyBox-Pett2021-2010-01-18_04-57-17,610,667,2.12e183,
systems_software-uClibc-Pett2023-2011-04-26_14-12-55,256,1817,5.79e76,
security-CVE-VarelaVaca2020-2018-0587,206,1,772,
systems_software-uClibc-Pett2023-2010-03-12_17-06-35,245,1736,2.83e73,
security-CVE-VarelaVaca2020-2020-26969,492,1712,553248,
systems_software-BusyBox-Pett2021-2007-10-20_00-17-34,474,510,2.44e142,
systems_software-iq80321-Berger2013,1257,3820,1.24e378,
security-CVE-VarelaVaca2020-2012-1975,487,525,31908,
systems_software-BusyBox-Pett2021-2008-07-27_12-10-07,556,611,1.18e167,
systems_software-uClibc-Pett2023-2010-04-12_16-38-37,248,1744,2.26e74,
systems_software-BusyBox-Pett2021-2009-06-26_01-55-45,585,637,6.33e175,
security-CVE-VarelaVaca2020-2015-4504,318,550,38896,
systems_software-soletta-Pett2023-2015-11-04_18-14-40,300,967,1.02e90,
security-CVE-VarelaVaca2020-2010-1210,239,202,9600,
business-erp_system-Pereira2016,1920,59044,2.07e444,
security-CVE-VarelaVaca2020-2014-1577,284,468,33200,
security-CVE-VarelaVaca2020-2014-1536,262,438,31280,
systems_software-soletta-Pett2023-2015-10-05_16-40-53,281,890,1.94e84,
security-CVE-VarelaVaca2020-2018-10102,483,456,19984,
security-CVE-VarelaVaca2020-2018-1000556,133,1,480,
security-CVE-VarelaVaca2020-2016-1970,337,1104,162112,
systems_software-BusyBox-Pett2021-2007-12-22_17-00-11,484,517,2.50e145,
systems_software-lpcmt-Knüppel2017,1262,882,6.64e216,
security-CVE-VarelaVaca2020-2012-4214,509,549,33592,
systems_software-pc_vmWare-Knüppel2017,1268,884,4.97e214,
systems_software-uClibc-Pett2023-2014-12-12_14-43-55,243,1408,7.07e72,
security-CVE-VarelaVaca2020-2015-0815,508,651,42844,
systems_software-FreeBSD-Berger2013-icse11,1397,62183,1.73e420,
security-CVE-VarelaVaca2020-2014-1501,287,627,61784,
systems_software-BusyBox-Pett2021-2008-05-13_02-43-27,535,557,5.62e160,
security-CVE-VarelaVaca2020-2016-1977,392,836,81224,
security-CVE-VarelaVaca2020-2015-0085,108,46,648,
security-CVE-VarelaVaca2020-2009-2469,106,85,3360,
finance-FinancialServices01-Nieke2018-2017-11-20,,,,
security-CVE-VarelaVaca2020-2017-6816,441,414,18136,
security-CVE-VarelaVaca2020-2013-1721,349,489,34960,
systems_software-smdk2410-Knüppel2017,1279,884,6.91e223,
security-CVE-VarelaVaca2020-2016-5283,354,893,86768,
security-CVE-VarelaVaca2020-2012-3992,484,531,32532,
security-CVE-VarelaVaca2020-2016-10705,110,1,388,
systems_software-ipaq-Knüppel2017,1271,921,2.87e217,
systems_software-BusyBox-Pett2021-2008-02-26_20-13-52,552,586,7.37e165,
security-CVE-VarelaVaca2020-2015-4518,321,556,39304,
security-CVE-VarelaVaca2020-2013-1698,238,398,28016,
systems_software-uCLinux-Berger2013,1851,2468,8.04e556,
security-CVE-VarelaVaca2020-2018-12895,485,458,20072,
systems_software-BusyBox-Pett2021-2008-06-02_04-51-29,545,588,5.76e163,
security-CVE-VarelaVaca2020-2008-2798,164,131,2972,
security-CVE-VarelaVaca2020-2015-4493,340,551,38540,
security-CVE-VarelaVaca2020-2013-5738,120,98,4268,
security-CVE-VarelaVaca2020-2016-2832,367,882,85180,
systems_software-BusyBox-Pett2021-2008-10-26_11-08-14,561,581,3.77e168,
security-CVE-VarelaVaca2020-2015-7191,325,806,78608,
security-CVE-VarelaVaca2020-2018-20965,207,1,776,
security-CVE-VarelaVaca2020-2014-1510,591,672,44108,
security-CVE-VarelaVaca2020-2008-0413,151,118,2632,
systems_software-uClibc-Pett2023-2011-12-22_14-07-08,246,1318,5.65e73,
security-CVE-VarelaVaca2020-2011-3101,2309,4582,36656,
security-CVE-VarelaVaca2020-2020-15684,490,1704,550800,
security-CVE-VarelaVaca2020-2015-9333,122,1,436,
systems_software-uClibc-Pett2023-2015-10-12_16-36-26,241,994,1.77e72,
systems_software-uClibc-Pett2023-2019-11-01_00-39-10,234,1561,1.38e70,
systems_software-gps4020-Berger2013,1214,3743,1.41e365,
systems_software-uClibc-Pett2023-2015-03-25_23-59-45,248,1440,2.26e74,
security-CVE-VarelaVaca2020-2014-1483,408,530,37496,
security-CVE-VarelaVaca2020-2012-1960,149,85,5992,
systems_software-pc_vmWare-Berger2013,1256,3174,6.20e377,
systems_software-atlas_mips64_5kc-Berger2013,1210,3066,8.82e363,
systems_software-phycore229x-Berger2013,1361,4026,2.52e409,
security-CVE-VarelaVaca2020-2014-1532,592,678,44436,
systems_software-csb281-Berger2013,1234,3114,1.48e371,
systems_software-BusyBox-Pett2021-2007-06-19_13-46-24,452,477,5.81e135,
systems_software-BusyBox-Pett2021-2008-01-06_06-27-17,490,524,1.60e147,
systems_software-soletta-Pett2023-2015-06-29_18-57-25,101,186,1.27e30,
security-CVE-VarelaVaca2020-2012-3987,206,494,43776,
security-CVE-VarelaVaca2020-2015-7205,350,810,78936,
security-CVE-VarelaVaca2020-2012-5840,509,549,33592,
security-CVE-VarelaVaca2020-2013-0744,536,581,35668,
systems_software-adder-Berger2013,1273,3201,8.13e382,
security-CVE-VarelaVaca2020-2010-3769,305,479,46608,
systems_software-prpmc1100-Berger2013,1224,3754,1.44e368,
security-CVE-VarelaVaca2020-2018-13136,221,1,832,
systems_software-uClibc-Pett2023-2010-04-14_15-34-22,246,1737,5.65e73,
systems_software-malta_mips32_4kc-Knüppel2017,1245,865,5.39e214,
security-CVE-VarelaVaca2020-2016-1209,124,1,440,
automotive-automotive2-Knüppel2017-2_2,17742,914,2.62e1502,
security-CVE-VarelaVaca2020-2010-3767,191,163,4100,
systems_software-pid-Berger2013,1230,3778,9.24e369,
systems_software-soletta-Pett2023-2016-03-08_14-08-57,361,1193,2.35e108,
security-CVE-VarelaVaca2020-2016-1564,360,338,14828,
systems_software-sparc_leon-Knüppel2017,1181,816,4.94e200,
security-CVE-VarelaVaca2020-2009-1302,119,82,2304,
security-CVE-VarelaVaca2020-2013-0758,538,581,71336,
security-CVE-VarelaVaca2020-2014-8643,297,705,69376,
systems_software-BusyBox-Pett2021-2008-05-27_10-55-34,543,586,1.44e163,
security-CVE-VarelaVaca2020-2015-2706,295,504,35768,
security-CVE-VarelaVaca2020-2010-3778,179,127,5656,
systems_software-android-Mendonca2009-5.1,210,38,1.72e25,
systems_software-BusyBox-Pett2021-2009-07-11_21-36-13,591,644,4.05e177,
security-CVE-VarelaVaca2020-2013-0777,504,579,36500,
systems_software-soletta-Pett2023-2015-06-30_17-33-39,99,177,3.17e29,
systems_software-soletta-Pett2023-2015-09-25_09-02-06,274,854,1.52e82,
security-CVE-VarelaVaca2020-2012-5841,509,549,33592,
systems_software-BusyBox-Pett2021-2008-04-01_14-47-57,535,562,5.62e160,
systems_software-stb-Berger2013,1253,3146,7.75e376,
security-CVE-VarelaVaca2020-2017-5610,440,413,18092,
security-CVE-VarelaVaca2020-2013-5601,475,578,37780,
security-CVE-VarelaVaca2020-2012-3989,443,524,32436,
security-CVE-VarelaVaca2020-2011-0067,202,174,4400,
security-CVE-VarelaVaca2020-2016-2804,354,840,81936,
systems_software-uClibc-Pett2023-2016-01-01_19-48-17,236,1105,5.52e70,
systems_software-picasso-Knüppel2017,1261,899,1.49e217,
systems_software-soletta-Pett2023-2015-09-03_17-20-02,250,746,9.05e74,
security-CVE-VarelaVaca2020-2006-6497,129,96,1956,
systems_software-BusyBox-Pett2021-2007-10-07_17-06-01,471,504,3.05e141,
systems_software-BusyBox-Pett2021-2009-05-17_16-44-54,583,629,1.58e175,
systems_software-soletta-Pett2023-2016-01-20_14-15-01,332,1089,4.37e99,
security-CVE-VarelaVaca2020-2016-1979,430,831,81436,
systems_software-uClibc-Pett2023-2010-09-15_12-31-22,251,1748,1.81e75,
security-CVE-VarelaVaca2020-2009-1838,232,194,6664,
systems_software-BusyBox-Pett2021-2008-06-23_22-31-52,550,593,1.84e165,
security-CVE-VarelaVaca2020-2017-12741,171,71,5772,
security-CVE-VarelaVaca2020-2016-1968,333,830,81056,
security-CVE-VarelaVaca2020-2015-4483,325,546,38500,
security-CVE-VarelaVaca2020-2015-2464,129,61,49280,
security-CVE-VarelaVaca2020-2015-5731,303,281,12320,
security-CVE-VarelaVaca2020-2012-1953,165,87,6040,
security-CVE-VarelaVaca2020-2016-2834,488,886,85604,
systems_software-pc_i82544-Knüppel2017,1272,885,1.61e216,
security-CVE-VarelaVaca2020-2015-4521,327,551,38924,
security-CVE-VarelaVaca2020-2019-19980,136,1,492,
security-CVE-VarelaVaca2020-2013-0766,536,581,35668,
security-CVE-VarelaVaca2020-2013-3261,120,199,3200,
security-CVE-VarelaVaca2020-2012-3965,199,329,21504,
security-CVE-VarelaVaca2020-2012-3988,484,531,32532,
systems_software-soletta-Pett2023-2016-04-13_17-22-19,392,1542,5.04e117,
